Input,Target
"un médecin, qui a guari, je ne sais combien de maladies.","je le crois bian vous li vouilliez bailler cun homme qu'alle n'aime point. que ne preniais-vous ce monsieu liandre qui li touchait au cœur ?alle aurait été fort obéissante :"
"un médecin, qui a guari, je ne sais combien de maladies."," et je m'en vas gager qu'il la prendrait li comme alle est si vous la li vouillais donner."
"une femme était tenue pour morte il y avait six heures  elle était prête à ensevelir lorsqu'avec une goutte de quelque chose vous la fîtes revenir","il a un oncle qui est si riche, dont il est hériquié."
"un petit enfant de douze ans se laissit choir du haut d'un clocher de quoi il eut la tête les jambes  et les bras cassés :  et vous","enfin j'ai toujours ouï dire qu'en mariage comme ailleurs contentement passe richesse. les bères et les mères ant cette maudite couteume de demander toujours"
"avec je ne sai quel onguent vous fîtes qu'aussitôt il se relevit sur ses pieds","qu'a-t-il ? et : qu'a-t-elle ?  et le compère biarre a marié sa fille simonette au gros thomas pour un quarquié de vaigne qu'il avait davantage que le jeune robin"
"un petit enfant de douze ans se laissit choir du haut d'un clocher de quoi il eut la tête les jambes  et les bras cassés :  et vous","où alle avait bouté son amiquié :  et velà que la pauvre creiature en est devenue jaune comme un coing  et n'a point profité tout depuis ce temps-là. c'est un bel exemple pour vous"
"avec je ne sai quel onguent vous fîtes qu'aussitôt il se relevit sur ses pieds","monsieu on n'a que son plaisir en ce monde :  et j'aimerais mieux bailler à ma fille un bon mari qui li fût agriable que toutes les rentes de la biausse."
"enfin monsieur vous aurez contentement avec nous :  et vous gagnerez ce que vous voudrez","en disant ceci, il frappe sur la poitrine à géronte. morgué tais-toi t'es cune impartinante. monsieu n'a que faire de tes discours"
"enfin monsieur vous aurez contentement avec nous :  et vous gagnerez ce que vous voudrez"," et il sait ce qu'il a à faire. mêle-toi de donner à téter à ton enfant sans tant faire la raisonneuse. monsieu est le père de sa fille "
"oui.","monsieu, je veux un peu la mortifier : et ly apprendre le respect qu'alle vous doit."
"nous vous conduirons. il est question d'aller voir une fille, qui a perdu la parole.","monsieur préparez-vous, voici notre médecin qui entre."
"il aime à rire. allons, monsieur.","hippocrate dit .... que nous nous couvrions tous deux."
"nous en prendrons une.","oui."
"palsanguenne, velà un médecin qui me plaît ; je pense qu'il réussira ; car il est bouffon.","dans son chapitre des chapeaux."
"oh morguenne il faut tirer l'échelle après ceti-là :  et tous les autres","monsieur le médecin, ayant appris les merveilleuses choses..."
"qui a gari des gens qui estiants morts.","à vous."
"oui, il aime à bouffonner, et l'an dirait par fois, ne v's en déplaise qu'il a quelque petit coup de hache à la tête.","vous n'êtes pas médecin ?"
"quand il s'y boute, il parle tout fin drait, comme s'il lisait dans un livre.","il prend ici un bâton, et le bat, comme on l'a battu. tout de bon ?"
"je meurs d'envie de le voir, faites-le-moi vite venir.","vous êtes médecin, maintenant, je n'ai jamais eu d'autres licences."
"par ma fi monsieu ceti-ci fera justement ce qu'ant fait les autres. je pense que ce sera queussi queumi :  et la meilleure médeçaine","je vous ai bien dit que c'était un médecin goguenard."
"que l'an pourrait bailler à votre fille ce serait selon moi un biau ","je vous ai bien dit que c'était un médecin goguenard."
"taisez-vous, notre ménagère jaquelaine : ce n'est pas à vous, à bouter là votre nez.","ne prenez pas garde à ça, monsieu, ce n'est que pour rire."
"est-elle en état maintenant qu'on s'en voulût charger avec l'infirmité qu'elle a ?  et lorsque j'ai été dans le dessein de la marier ne s'est-elle pas opposée à mes volontés ?","monsieur, je vous demande pardon de la liberté que j'ai prise."
"ce léandre n'est pas ce qu'il lui faut : il n'a pas du bien comme l'autre.","je suis fâché..."
"tous ces biens à venir me semblent autant de chansons. il n'est rien tel que ce qu'on tient :  et l'on court grand risque de s'abuser lorsque l'on compte sur le bien qu'un autre vous garde.","des coups de bâton ...."
"la mort n'a pas toujours les oreilles ouvertes aux vœux et aux prières de messieurs les héritiers :  et l'on a le temps d'avoir les dents longues lorsqu'on attend","des coups de bâton ...."
"peste ! madame la nourrice comme vous dégoisez ! taisez-vous je vous prie","que j'ai eu l'honneur de vous donner."
"tout doux, oh, tout doux.","je suis ravi monsieur que votre fille ait besoin de moi :  et je souhaiterais de tout mon cœur que vous en eussiez besoin aussi vous  et toute votre famille"
"oui, mais ces gestes ne sont pas nécessaires.","je vous assure que c'est du meilleur de mon âme, que je vous parle."
"monsieur, je suis ravi de vous voir chez moi : et nous avons grand besoin de vous.","comment s'appelle votre fille ?"
"hippocrate dit cela ?","lucinde ! ah beau nom à médicamenter ! lucinde !"
"dans quel chapitre, s'il vous plaît ?","qui est cette grande femme-là ?"
"puisque hippocrate le dit, il le faut faire.","peste ! le joli meuble que voilà. ah nourrice charmante nourrice ma médecine est la très humble esclave de votre nourricerie  et je voudrais bien être le petit poupon fortuné"
"puisque hippocrate le dit, il le faut faire.","il lui porte la main sur le sein. tous mes remèdes ; toute ma science, toute ma capacité est à votre service, et..."
"à qui parlez-vous, de grâce ?","quoi, est-elle votre femme ?"
"je ne suis pas médecin.",". il fait semblant d'embrasser lucas : et se tournant du côté de la nourrice, il l'embrasse. ah vraiment, je ne savais pas cela : et je m'en réjouis pour l'amour de l'un et de l'autre."
"non vraiment.","je vous assure que je suis ravi que vous soyez unis ensemble (il fait encore semblant d'embrasser lucas :  et passant dessous ses bras se jette au co*u* de sa femme). je la félicite d'avoir un mari comme vous :"
"non vraiment."," et je vous félicite vous d'avoir une femme si belle si sage "
"tout de bon. ah ! ah ! ah !","ne voulez-vous pas que je me réjouisse avec vous, d'un si bel assemblage ?"
"quel diable d'homme m'avez-vous là amené ?","je prends part également au bonheur de tous deux (*il continue le même jeu*) :  et si je vous embrasse pour vous en témoigner ma joie je l'embrasse de même"
"oui, mais je l'enverrais promener avec ses goguenarderies.","monsieur, voici tout à l'heure, ma fille qu'on va vous amener."
"cette raillerie ne me plaît pas.","où est-elle ?"
"monsieur, je suis votre serviteur.","fort bien."
"cela n'est rien.","nanin, nanin, je n'avons que faire de ça."
"il n'y a pas de mal.","il gnia office qui quienne, je sis votte sarviteur."
"ne parlons plus de cela. monsieur, j'ai une fille qui est tombée dans une étrange maladie.","je me moque de ça."
"je vous suis obligé de ces sentiments.","ôte-toi de là aussi est-ce que je ne sis pas assez grande pour me défendre moi-même"
"c'est trop d'honneur que vous me faites.","fi, le vilain, qui est jaloux de sa femme."
"lucinde.","est-ce là, la malade ?"
"je m'en vais voir un peu ce qu'elle fait.","qu'elle s'en garde bien, il ne faut pas qu'elle meure, sans l'ordonnance du médecin."
"c'est la nourrice d'un petit enfant que j'ai.","voilà une malade qui n'est pas tant dégoûtante : et je tiens qu'un homme bien sain s'en accommoderait assez."
"avec votte parmission, monsieu le médecin, laissez là ma femme, je vous prie.","tant mieux lorsque le médecin fait rire le malade c'est le meilleur signe du monde. eh bien de quoi est-il question ? qu'avez-vous ? quel est le mal que vous sentez ?"
"oui.","eh ! que dites-vous ?"
"tout doucement, s'il vous plaît.","quoi ?"
"eh testigué, point tant de compliments, je vous supplie.","han, hi, hon, han ha. je ne vous entends point : quel diable de langage est-ce là ?"
"avec moi, tant qu'il vous plaira : mais avec ma femme, trêve de sarimonie.","et pourquoi ?"
"ah vartigué, monsieu le médecin, que de l'antiponages."," et qui est ce sot-là qui ne veut pas que sa femme soit muette ? plût à dieu que la mienne eût cette maladie je me garderais bien de la vouloir guérir."
"je l'attends, monsieur, avec toute la médecine.","ah ! ne vous mettez pas en peine. dites-moi un peu, ce mal l'oppresse-t-il beaucoup ?"
"là -dedans.","tant mieux. sent-elle de grandes douleurs ?"
"mais comme je m'intéresse à toute votre famille il faut que j'essaye un peu le lait de votre nourrice :","c'est fort bien fait. va-t-elle où vous savez ?"
"c'est l'office du médecin, de voir les tétons des nourrices.","copieusement ?"
"as-tu bien la hardiesse de t'opposer au médecin ?hors de là.","la matière est-elle louable ?"
"je te donnerai la fièvre.","donnez-moi votre bras. voilà un pouls qui marque que votre fille est muette."
"je ne veux pas qu'il te tâte moi.","ah, ah."
"voici ma fille.","nous autres grands médecins nous connaissons d'abord les choses. un ignorant aurait été embarrassé  et vous eût été dire : c'est ceci"
"voici ma fille.","c'est cela :  mais moi je touche au but du premier coup  et je vous apprends que votre fille est muette."
"oui, je n'ai qu'elle de fille : et j'aurais tous les regrets du monde, si elle venait à mourir.","il n'est rien plus aisé. cela vient de ce qu'elle a perdu la parole."
"allons, un siège.","tous nos meilleurs auteurs vous diront que c'est l'empêchement de l'action de sa langue."
"vous l'avez fait rire, monsieur.","aristote là-dessus dit .... de fort belles choses."
"han, hi, hom, han.","ah ! c'était un grand homme !"
"han, hi, hon, han, han, hi, hom.","grand homme tout à fait : un homme qui était plus grand que moi de tout cela. pour revenir donc à notre raisonnement je tiens que c"
"han, hi, hon, han, han, hi, hom.","et empêchement de l'action de sa langue est causé par de certaines humeurs qu'entre nous autres savants nous appelons humeurs peccantes peccantes c'est-à-dire..."
"han, hi, hon, han, han, hi, hom.","humeurs peccantes : d'autant que les vapeurs formées par les exhalaisons des influences qui s'élèvent dans la région des maladies"
"han, hi, hom.","vous n'entendez point le latin !"
"monsieur c'est là sa maladie. elle est devenue muette sans que jusques ici on en ait pu savoir la cause :  et c'est un accident qui a fait reculer son mariage.","cabricias arci thuram catalamus singulariter nominativo hæc musa « la muse » bonus bona bonum deus sanctus estne oratio latinas ?"
"monsieur c'est là sa maladie. elle est devenue muette sans que jusques ici on en ait pu savoir la cause :  et c'est un accident qui a fait reculer son mariage.","etiam « oui » quare « pourquoi ? » quia substantivo  et adjectivum concordat in generi"
"celui qu'elle doit épouser, veut attendre sa guérison, pour conclure les choses.","l'habile homme que velà !"
"enfin, monsieur, nous vous prions d'employer tous vos soins, pour la soulager de son mal.","or ces vapeurs dont je vous parle venant à passer du côté gauche où est le foie au côté droit où est le cœur il se trouve que le poumon que nous appelons en latin *armyan*"
"enfin, monsieur, nous vous prions d'employer tous vos soins, pour la soulager de son mal.","ayant communication avec le cerveau que nous nommons en grec nasmus par le moyen de la veine cave que nous appelons en hébreu *cubile*"
"enfin, monsieur, nous vous prions d'employer tous vos soins, pour la soulager de son mal.","rencontre en son chemin lesdites vapeurs qui remplissent les ventricules de l'omoplate   et parce que lesdites vapeurs.... comprenez bien ce raisonnement je vous prie :"
"enfin, monsieur, nous vous prions d'employer tous vos soins, pour la soulager de son mal."," et parce que lesdites vapeurs ont une certaine malignité… écoutez bien ceci"
"oui, monsieur.","ont une certaine malignité qui est causée ... soyez attentif, s'il vous plaît."
"fort grandes.","qui est causée par l'âcreté des humeurs engendrées dans la concavité du diaphragme il arrive que ces vapeurs .... ossabandus nequeys nequer potarinum"
"fort grandes.","quipsa milus. voilà justement ce qui fait que votre fille est muette."
"oui.","que n'ai-je la langue aussi bian pendue !"
"je n'entends rien à cela.","oui cela était autrefois ainsi   mais nous avons changé tout cela  et nous faisons maintenant la médecine d'une méthode toute nouvelle."
"je ne me connais pas à ces choses.","il n'y a point de mal: et vous n'êtes pas obligé d'être aussi habile que nous."
"eh ! oui, monsieur, c'est là son mal: vous l'avez trouvé tout du premier coup.","ce que je crois, qu'il faille faire ?"
"voyez, comme il a deviné sa maladie.","mon avis est qu'on la remette sur son lit : et qu'on lui fasse prendre pour remède, quantité de pain trempé dans du vin."
"oui, mais je voudrais bien que vous me pussiez dire d'où cela vient.","parce qu'il y a dans le vin et le pain mêlés ensemble une vertu sympathique qui fait parler. ne voyez-vous pas bien qu'on ne donne autre chose aux perroquets :"
"fort bien : mais la cause, s'il vous plaît, qui fait qu'elle a perdu la parole ?","je reviendrai voir sur le soir, en quel état elle sera. (à la nourrice.) doucement vous. monsieur, voilà une nourrice à laquelle il faut que je fasse quelques petits remèdes."
"mais, encore, vos sentiments sur cet empêchement de l'action de sa langue ?","tant pis nourrice tant pis. cette grande santé est à craindre :  et il ne sera mauvais de vous faire quelque petite saignée amiable"
"je le crois.","il n'importe la mode en est salutaire :  et comme on boit pour la soif à venir"
"sans doute.","vous êtes rétive aux remèdes : mais nous saurons vous soumettre à la raison. (parlant à géronte.) je vous donne le bonjour."
"en aucune façon.","que voulez-vous faire ?"
"non.","je n'en prendrai pas, monsieur."
"ah ! que n'ai-je étudié !","point du tout."
"oui, ça est si biau, que je n'y entends goutte.","en aucune façon."
"oui.","vous vous moquez."
"je le suis.","je n'en ferai rien."
"ah que ça est bian dit, notte homme !","ce n'est pas l'argent qui me fait agir."
"on ne peut pas mieux raisonner sans doute. il n'y a qu'une seule chose qui m'a choqué. c'est l'endroit du foie et du cœur. il me semble que vous les placez autrement qu'ils ne sont.","cela est-il de poids ?"
"c'est ce que je ne savais pas : et je vous demande pardon de mon ignorance.","je ne suis pas un médecin mercenaire."
"assurément : mais monsieur, que croyez-vous qu'il faille faire à cette maladie ?","l'intérêt ne me gouverne point."
"oui.","ma foi, cela ne va pas mal, et pourvu que..."
"pourquoi cela, monsieur ?","voilà un pouls qui est fort mauvais."
"cela est vrai, ah ! le grand homme ! vite, quantité de pain et de vin.","si vous n'êtes pas malade, que diable ne le dites-vous donc ?"
"qui, moi ? je me porte le mieux du monde.","pour qui me prenez-vous ? comment oser vous adresser à moi pour vous servir dans votre amour  et vouloir ravaler la dignité de médecin à des emplois de cette nature ?"
"mais monsieur voilà une mode que je ne comprends point. pourquoi s'aller faire saigner","j'en veux faire moi, vous êtes un impertinent."
"ma fi, je me moque de ça ; et je ne veux point faire de mon corps une boutique d'apothicaire.","un mal avisé."
"attendez un peu, s'il vous plaît.","je vous apprendrai que je ne suis point homme à cela : et que c'est une insolence extrême..."
"vous donner de l'argent, monsieur.","de vouloir m'employer... je ne parle pas pour vous : car vous êtes honnête homme  et je serais ravi de vous rendre service.  mais il y a de certains impertinents au monde"
"vous donner de l'argent, monsieur.","qui viennent prendre les gens pour ce qu'ils ne sont pas :  et je vous avoue que cela me m"
"monsieur ....","vous vous moquez : de quoi est-il question ?"
"un petit moment.","allons monsieur vous m'avez donné pour votre amour une tendresse qui n'est pas concevable :  et j'y perdrai toute ma médecine ou la malade crèvera ou bien elle sera à vous."
"de grâce.","sans doute."
"voilà qui est fait.","allez, allez, tout cela n'est pas nécessaire. il suffit de l'habit : et je n'en sais pas plus que vous."
"eh !","diable emporte si j'entends rien en médecine. vous êtes honnête homme :  et je veux bien me confier à vous comme vous vous confiez à moi."
"je le crois.","non vous dis-je ils m'ont fait médecin malgré mes dents. je ne m'étais ja mais mêlé d'être si savant que cela :  et toutes mes études n'ont été que jusqu'en sixième."
"je le crois.","je ne sais point sur quoi cette imagination leur est venue :  mais quand j'ai vu qu'à toute force ils voulaient que je fusse médecin"
"je le crois.","je me suis résolu de l'être aux dépens de qui il appartiendra. cependant vous ne sauriez croire comment l'erreur s'est répandue :"
"je le crois."," et de quelle façon chacun est endiablé à me croire habile homme. on me vient chercher de tous les côtés :  et si les choses vont toujours de même"
"je le crois.","je suis d'avis de m'en tenir toute ma vie à la médecine. je trouve que c'est le métier le meilleur de tous : car soit qu'on fasse bien ou soit qu'on fasse mal on est toujours payé de même sorte."
"je le crois.","la méchante besogne ne retombe ja mais sur notre dos :  et nous taillons comme il nous plaît sur l'étoffe où nous travaillons. un cordonnier en faisant des souliers"
"je le crois.","ne saurait gâter un morceau de cuir qu'il n'en paye les pots cassés :  mais ici l'on peut gâter un homme sans qu'il en coûte rien. les bévues ne sont point pour nous :"
"je le crois."," et c'est toujours la faute de celui qui meurt. enfin le bon de cette profession est qu'il y a parmi les morts une honnêteté une discrétion la plus grande du monde :"
"oui, monsieur.","voilà des gens qui ont la mine de me venir consulter. allez toujours m'attendre auprès du logis de votre maîtresse."
"je le sais bien.","qu'y a-t-il ?"
"je n'ai pas cette pensée.","que voulez-vous que j'y fasse ?"
"monsieur, il y a longtemps que je vous attends : et je viens implorer votre assistance.","il faut voir de quoi est-ce qu'elle est malade."
"je ne suis point malade, monsieur ; et ce n'est pas pour cela, que je viens à vous.","d'hypocrisie ?"
"non pour vous dire la chose en deux mots je m'appelle léandre qui suis amoureux de lucinde que vous venez de visiter :  et comme","venons au fait, mon ami, venons au fait."
"par la mauvaise humeur de son père toute sorte d'accès m'est fermé auprès d'elle je me hasarde à vous prier de vouloir servir mon amour :  et de me donner lieu d'exécuter un stratagème que j'ai trouvé","venons au fait, mon ami, venons au fait."
"pour lui pouvoir dire deux mots d'où dépendent absolument mon bonheur","venons au fait, mon ami, venons au fait."
"monsieur, ne faites point de bruit.","je ne vous entends point du tout."
"eh ! monsieur doucement.","ah ! je vous entends vous. voilà un garçon qui parle clairement qui s'explique comme il faut. vous dites que votre mère est malade d'hydropisie"
"eh ! monsieur doucement.","qu'elle est enflée par tout le corps qu'elle a la fièvre avec des douleurs dans les jambes :  et qu'il lui prend parfois des syncopes  et des convulsions c'est-à-dire des évanouissements."
"de grâce.","j'ai compris d'abord, vos paroles. vous avez un père qui ne sait ce qu'il dit. maintenant, vous me demandez un remède ?"
"monsieur.","un remède pour la guérir ?"
"je vous demande pardon, monsieur, de la liberté que...","tenez, voilà un morceau de formage, qu'il faut que vous lui fassiez prendre."
"vous saurez donc monsieur que cette maladie que vous voulez guérir est une feinte maladie. les médecins ont raisonné là-dessus comme il faut ","oui, c'est un formage préparé, où il entre de l'or, du coral, et des perles, et quantité d'autres choses précieuses."
" et ils n'ont pas manqué de dire que cela procédait qui du cerveau qui des entrailles qui de la rate qui du foie.  mais il est certain que l'amour en est la véritable cause :","oui, c'est un formage préparé, où il entre de l'or, du coral, et des perles, et quantité d'autres choses précieuses."
" et que lucinde n'a trouvé cette maladie que pour se délivrer d'un mariage dont elle était importunée. mais de crainte qu'on ne nous voie ensemble","oui, c'est un formage préparé, où il entre de l'or, du coral, et des perles, et quantité d'autres choses précieuses."
"retirons-nous d'ici :  et je vous dirai en marchant ce que je souhaite de vous.","oui, c'est un formage préparé, où il entre de l'or, du coral, et des perles, et quantité d'autres choses précieuses."
"il me semble que je ne suis pas mal ainsi pour un apothicaire :  et comme le père ne m'a guère vu ce changement d'habit  et de perruque","allez. si elle meurt, ne manquez pas de la faire enterrer du mieux que vous pourrez."
"tout ce que je souhaiterais serait de savoir cinq ou six grands mots de médecine","par ma figué, monsieu le médecin, ça est trop bian dit pour moi : et je n'entends rien à tout votte latin."
"comment ?","je sis votte sarvante, j'aime bian mieux qu'an ne me guérisse pas."
"quoi, vous n'êtes pas effectivement...","que velez-vous monsieu c'est pour la pénitence de mes fautes :"
"il est vrai que les morts sont fort honnêtes gens, sur cette matière.","hélas ! vous n'avez rien vu encore : et ce n'est qu'un petit échantillon de sa mauvaise humeur."
"monsieu, je venons vous charcher, mon fils perrin et moi.","eh, monsieu, je sai bien qu'il mérite tous ces noms-là."
"sa pauvre mère, qui a nom parette est dans un lit, malade, il y a six mois.","il est bien vrai, que si je n'avais, devant les yeux, que son intérêt, il pourrait m'obliger à queuque étrange chose."
"je voudrions, monsieu, que vous nous baillissiez quelque petite drôlerie pour la garir.","holà ! lucas, n'as-tu point vu ici, notre médecin ?"
"alle est malade d'hypocrisie, monsieu.","où est-ce, donc, qu'il peut être ?"
"oui c'est-à-dire qu'alle est enflée par tout  et l'an dit que c'est quantité de sériosités qu'alle a dans le corps  et que son foie son ventre ou sa rate comme vous voudrais l'appeler","va-t'en voir un peu, ce que fait ma fille."
"au glieu de faire du sang ne fait plus que de l'iau. alle a de deux jours l'un la fièvre quotiguenne avec des lassitules  et des douleurs dans les mufles des jambes.","va-t'en voir un peu, ce que fait ma fille."
"on entend dans sa gorge des fleumes qui sont tout prêts à l'étouffer : parfois il lui prend des syncoles  et des conversions que je crayons qu'alle est passée.","va-t'en voir un peu, ce que fait ma fille."
"j'avons dans notte village un apothicaire révérence parler qui li a donné je ne sai combien d'histoires :  et il m'en coûte plus d'eune douzaine de bons écus en lavements","va-t'en voir un peu, ce que fait ma fille."
"ne v's en déplaise en apostumes qu'on li a fait prendre en infections de jacinthe  et en portions cordales.  mais tout ça comme dit l'autre n'a été que de l'onguent miton mitaine.","va-t'en voir un peu, ce que fait ma fille."
"il velait li bailler d'eune certaine drogue que l'on appelle du vin amétile :  mais j'ai-s-eu peur franchement que ça l'envoyît à patres  et l'an dit que ces gros médecins tuont je ne sai combien de monde","va-t'en voir un peu, ce que fait ma fille."
"le fait est, monsieu, que je venons vous prier de nous dire ce qu'il faut que je fassions.","je m'étais amusé dans votre cour, à expulser le superflu de la boisson. comment se porte la malade ?"
"monsieu, ma mère est malade, et velà deux écus que je vous apportons, pour nous bailler queuque remède.","tant mieux. c'est signe qu'il opère."
"eh oui, monsieu, c'est justement ça.","ne vous mettez pas en peine : j'ai des remèdes qui se moquent de tout, et je l'attends à l'agonie."
"oui, monsieu.","c'est..."
"c'est comme je l'entendons.","celui ...."
"du fromage, monsieu ?","qui..."
"monsieu, je vous sommes bien obligés : et j'allons li faire prendre ça tout à l'heure.","votre fille en aura besoin."
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","cela lui fera du bien. allez-vous-en monsieur l'apothicaire tâter un peu son pouls (en c et endroit il tire géronte à un bout du théâtre  et lui passant un bras sur les épaules"
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","lui rabat la main sous le menton avec laquelle il le fait retourner vers lui lorsqu'il veut regarder ce que sa fille et l'apothicaire font ensemble"
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","monsieur c'est une grande  et subtile question entre les doctes de savoir si les femmes sont plus faciles à guérir que les hommes ?"
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","je vous prie d'écouter ceci s'il vous plaît. les uns disent que non les autres disent que oui :  et moi je dis que oui  et non. d'autant que l'incongruité des humeurs opaques"
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","qui se rencontrent au tempérament naturel des femmes étant cause que la partie brutale veut toujours prendre empire sur la sensitive on voit que l'inégalité de leurs opinions dépend du mouvement oblique"
"voici la belle nourrice. ah nourrice de mon cœur je suis ravi de cette rencontre :  et votre vue est la rhubarbe la casse  et le séné qui purgent toute la mélancolie de mon âme.","du cercle de la lune :  et comme le soleil qui darde ses rayons sur la concavité de la terre"
"devenez malade nourrice je vous prie devenez malade pour l'amour de moi.","voilà ma fille qui parle. ô grande vertu du remède !ô admirable médecin !que je vous suis obligé monsieur de cette guérison merveilleuse :  et que puis-je faire pour vous"
"que je vous plains, belle nourrice, d'avoir un mari jaloux et fâcheux comme celui que vous avez !","oui mon père j'ai recouvré la parole :  mais je l'ai recouvrée pour vous dire que je n'aurai ja mais d'autre époux que léandre  et que c'est inutilement que vous voulez me donner horace."
"comment, un rustre comme cela ! un homme qui vous observe toujours, et ne veut pas que personne vous parle !","rien n'est capable d'ébranler la résolution que j'ai prise."
"est-il possible  et qu'un homme ait l'âme assez basse pour maltraiter une personne comme vous ? ah que j'en sais belle nourrice  et qui ne sont pas loin d'ici","vous m'opposerez en vain de belles raisons."
"qui se tiendraient heureux de baiser seulement les petits bouts de vos petons. pourquoi faut-il qu'une personne si bien faite soit tombée en de telles mains :","vous m'opposerez en vain de belles raisons."
" et qu'un franc animal un brutal un stupide un sot ... ? pardonnez-moi","vous m'opposerez en vain de belles raisons."
"oui sans doute nourrice il les mérite :  et il mériterait encore que vous lui missiez quelque chose sur la tête pour le punir des soupçons qu'il a.","tous vos discours ne serviront de rien."
"ma foi vous ne feriez pas mal de vous venger de lui avec quelqu'un. c'est un homme je vous le dis qui mérite bien cela :  et si j'étais assez heureux","c'est une chose où je suis déterminée."
"en c et endroit tous deux apercevant lucas qui était derrière eux  et entendait leur dialogue chacun se retire de son côté  mais le médecin d'une manière fort plaisante.","c'est une chose où je suis déterminée."
"et oui, de par tous les diantres, je l'ai vu, et ma femme aussi.","il n'est puissance paternelle, qui me puisse obliger à me marier malgré moi."
"je ne sais : mais je voudrais qu'il fût à tous les guebles.","vous avez beau faire tous vos efforts."
"ah ! monsieur, je demandais où vous étiez.","mon cœur ne saurait se soumettre à cette tyrannie."
"un peu plus mal, depuis votre remède.","et je me jetterai plutôt dans un convent que d'épouser un homme que je n'aime point."
"oui, mais en opérant, je crains qu'il ne l'étouffe.","non. en aucune façon. point d'affaire. vous perdez le temps. je n'en ferai rien. cela est résolu."
"qui est cet homme-là, que vous amenez ?","c'est une chose qui m'est impossible. tout ce que je puis faire pour votre service"
"quoi ?","non, toutes vos raisons ne gagneront rien sur mon âme."
"eh.","j'épouserai plutôt la mort."
"je vous entends.","serait-il possible, monsieur, que vous pussiez, aussi, guérir cette maladie d'esprit ?"
"monsieu, velà votre fille qui veut un peu marcher.","quelles drogues, monsieur, sont celles que vous venez de dire ? il me semble que je ne les ai jamais ouï nommer."
"non, je ne suis point du tout capable de changer de sentiment.","avez-vous jamais vu, une insolence pareille à la sienne ?"
"voilà une maladie qui m'a bien donné de la peine !","vous ne sauriez croire comme elle est affolée de ce léandre."
"mais...","pour moi, dès que j'ai eu découvert la violence de cet amour, j'ai su tenir toujours ma fille renfermée."
"quoi....","et j'ai bien empêché qu'ils n'aient eu communication ensemble."
"si...","il serait arrivé quelque folie, si j'avais souffert qu'ils se fussent vus."
"je...","et je crois qu'elle aurait été fille à s'en aller avec lui."
"mais...","on m'avertit qu'il fait tous ses efforts pour lui parler."
"j'ai...","mais il perdra son temps."
"il...","et j'empêcherai bien qu'il ne la voie."
"la...","ah palsanguenne monsieu vaici bian du tintamarre votte fille s'en est enfuie avec son liandre c'était lui qui était l'apothicaire  et velà monsieu le médecin"
"mais...","ah par ma fi, monsieu le médecin, vous serez pendu, ne bougez de là seulement."
"ah ! quelle impétuosité de paroles il n'y a pas moyen d'y résister.","le velà, qui va être pendu."
"je vous remercie. penses-tu donc...","il a fait enlever la fille de notte maître."
"tu épouseras horace, dès ce soir.","tu vois, ah."
"mon dieu arrêtez-vous laissez-moi médicamenter cette affaire. c'est une maladie qui la tient :  et je sais le remède qu'il y faut apporter.","que veux-tu que j'y fasse ?"
"oui, laissez-moi faire, j'ai des remèdes pour tout : et notre apothicaire nous servira pour cette cure. (il appelle l'*a*pothicaire et lui parle.) un mot. vous voyez que l'ardeur qu'elle a pour ce léandre","retire-toi de là, tu me fends le cœur."
"est tout à fait contraire aux volontés du père qu'il n'y a point de temps à perdre que les humeurs sont fort aigries  et qu'il est nécessaire de trouver promptement un remède à ce mal qui pourrait empirer par le retardement.","retire-toi de là, tu me fends le cœur."
"pour moi je n'y en vois qu'un seul qui est une prise de fuite purgative que vous mêlerez comme il faut avec deux drachmes de matrimonium en pilules.","retire-toi de là, tu me fends le cœur."
"peut-être fera-t-elle quelque difficulté à prendre ce remède :  mais comme vous êtes habile homme dans votre métier c'est à vous de l'y résoudre","retire-toi de là, tu me fends le cœur."
" et de lui faire avaler la chose du mieux que vous pourrez. allez-vous-en lui faire faire un petit tour de jardin afin de préparer les humeurs tandis que j'entretiendrai ici son père :","retire-toi de là, tu me fends le cœur."
" mais surtout ne perdez point de temps. au remède vite au remède spécifique.","retire-toi de là, tu me fends le cœur."
"ce sont drogues dont on se sert dans les nécessités urgentes.","ah."
"les filles sont quelquefois un peu têtues.","hélas, cela ne se peut-il point changer en quelques coups de bâton ?"
"la chaleur du sang, fait cela dans les jeunes esprits.","monsieur je viens faire paraître léandre à vos yeux  et remettre lucinde en votre pouvoir nous avons eu dessein de prendre la fuite nous deux  et de nous aller marier ensemble :"
