INPUT,TARGET
Accordez-moi cette faveur.,Point d’affaires. Je suis inexorable.
Montrez-vous généreux.,Non.
De grâce.,Point.
Je vous en conjure de tout mon cœur.,"Non, non, non. Je veux qu’on soit détrompé de vous, et que votre confusion éclate."
"Hé bien si vous me réduisez au désespoir, je vous avertis qu’une femme en cet état est capable de tout, et que je ferai quelque chose ici dont vous vous repentirez.","Et que ferez-vous, s’il vous plaît ?"
"Mon cœur se portera jusqu’aux extrêmes résolutions, et de ce couteau que voici je me tuerai sur la place.",Ah ! ah ! à la bonne heure.
"Pas tant à la bonne heure pour vous, que vous vous imaginez. On sait de tous côtés nos différends, et les chagrins perpétuels que vous concevez contre moi. Lorsqu’on me trouvera morte, il n’y aura personne qui mette en doute que ce ne soit vous qui m’aurez tuée ; et mes parents ne sont pas gens assurément à laisser cette mort impunie, et ils en feront sur votre personne toute la punition que leur pourront offrir, et les poursuites de la justice, et la chaleur de leur ressentiment. C’est par là que je trouverai moyen de me venger de vous, et je ne suis pas la première qui ait su recourir à de pareilles vengeances, qui n’ait pas fait difficulté de se donner la mort, pour perdre ceux qui ont la cruauté de nous pousser à la dernière extrémité.","Je suis votre valet. On ne s’avise plus de se tuer soi-même, et la mode en est passée il y a longtemps."
"C’est une chose dont vous pouvez vous tenir sûr, et si vous persistez dans votre refus, si vous ne me faites ouvrir, je vous jure que tout à l’heure je vais vous faire voir jusques où peut aller la résolution d’une personne qu’on met au désespoir.","Bagatelles, bagatelles. C’est pour me faire peur."
"Hé bien puisqu’il le faut, voici qui nous contentera tous deux, et montrera si je me moque. Ah c’en est fait. Fasse le Ciel que ma mort soit vengée comme je le souhaite, et que celui qui en est cause, reçoive un juste châtiment de la dureté qu’il a eue pour moi.",Ouais ! serait-elle bien si malicieuse que de s’être tuée pour me faire pendre ? Prenons un bout de chandelle pour aller voir.
St. Paix. Rangeons-nous chacune immédiatement contre un des côtés de la porte.,"La méchanceté d’une femme irait-elle bien jusques là ? (Il sort avec un bout de chandelle sans les apercevoir, elles entrent, aussitôt elles ferment la porte. ) Il n’y a personne. Eh je m’en étais bien douté, et la pendarde s’est retirée, voyant qu’elle ne gagnait rien après moi, ni par prières ni par menaces. Tant mieuxcela rendra ses affaires encore plus mauvaises, et le père et la mère qui vont venir en verront mieux son crime. Ahah la porte s’est fermée. Holà ho quelqu’un. Qu’on m’ouvre promptement."
"Comment c’est toi !D’où viens-tu, bon pendard ? Est-il l’heure de revenir chez soi, quand le jour est près de paraître, et cette manière de vie est-elle celle que doit suivre un honnête mari ?",Cela est-il beau d’aller ivrogner toute la nuit ? et de laisser ainsi toute seule une pauvre jeune femme dans la maison ?
Comment vous avez...,"Va, va, traître, je suis lasse de tes déportements, et je m’en veux plaindre sans plus tarder à mon père et à ma mère."
Quoi c’est ainsi que vous osez...,"Approchez de grâce, et venez me faire raison de l’insolence la plus grande du monde, d’un mari à qui le vin et la jalousie ont troublé de telle sorte la cervelle, qu’il ne sait plus ni ce qu’il dit, ni ce qu’il fait, et vous a lui-même envoyé querir pour vous faire témoins de l’extravagance la plus étrange dont on ait jamais ouï parler. Le voilà qui revient comme vous voyez, après s’être fait attendre toute la nuit, et si vous voulez l’écouter, il vous dira qu’il a les plus grandes plaintes du monde à vous faire de moi ; que durant qu’il dormait, je me suis dérobée d’auprès de lui pour m’en aller courir, et cent autres contes de même nature qu’il est allé rêver."
Voilà une méchante carogne.,"Oui, il nous a voulu faire accroire qu’il était dans la maison, et que nous en étions dehors, et c’est une folie qu’il n’y a pas moyen de lui ôter de la tête."
"Comment, qu’est-ce à dire cela ?",Voilà une furieuse impudence que de nous envoyer querir.
Jamais...,"Non, mon père, je ne puis plus souffrir un mari de la sorte. Ma patience est poussée à bout, et il vient de me dire cent paroles injurieuses."
Corbleu vous êtes un malhonnête homme.,"C’est une conscience de voir une pauvre jeune femme traitée de la façon, et cela crie vengeance au Ciel."
Peut-on...,"Allez, vous devriez mourir de honte."
Laissez-moi vous dire deux mots.,"Vous n’avez qu’à l’écouter, il va vous en conter de belles."
Je désespère.,"Il a tant bu, que je ne pense pas qu’on puisse durer contre lui, et l’odeur du vin qu’il souffle est montée jusqu’à nous."
"Monsieur mon beau-père, je vous conjure...",Retirez-vous. Vous puez le vin à pleine bouche.
"Madame, je vous prie...",Fi ne m’approchez pas. Votre haleine est empestée.
Souffrez que je vous...,"Retirez-vous, vous dis-je. On ne peut vous souffrir."
Permettez de grâce que...,"Poua, vous m’engloutissez le cœur. Parlez de loin, si vous voulez."
"Hé bien oui, je parle de loin. Je vous jure que je n’ai bougé de chez moi, et que c’est elle qui est sortie.",Ne voilà pas ce que je vous ai dit ?
Vous voyez quelle apparence il y a.,"Allez. Vous vous moquez des gens. Descendez, ma fille, et venez ici."
"J’atteste le Ciel, que j’étais dans la maison, et que...","Taisez-vous, c’est une extravagance qui n’est pas supportable."
"Que la foudre m’écrase tout à l’heure, si...",Ne nous rompez pas davantage la tête et songez à demander pardon à votre femme.
Moi demander pardon ?,"Oui pardon, et sur-le-champ."
Quoi je...,Corbleu si vous me répliquez. Je vous apprendrai ce que c’est que de vous jouer à nous.
Ah George Dandin !,"Allons, venez, ma fille, que votre mari vous demande pardon."
"Moi ? lui pardonner tout ce qu’il m’a dit ? Non, non, mon père, il m’est impossible de m’y résoudre, et je vous prie de me séparer d’un mari avec lequel je ne saurais plus vivre.",Le moyen d’y résister ?
"Ma fille, de semblables séparations ne se font point sans grand scandale, et vous devez vous montrer plus sage que lui, et patienter encore cette fois.","Comment patienter après de telles indignités ? non, mon père, c’est une chose où je ne puis consentir."
"Il le faut, ma fille, et c’est moi qui vous le commande.","Ce mot me ferme la bouche, et vous avez sur moi une puissance absolue."
Quelle douceur !,"Il est fâcheux d’être contrainte d’oublier de telles injures, mais quelle violence que je me fasse, c’est à moi de vous obéir."
Pauvre mouton !,Approchez.
"Tout ce que vous me faites faire ne servira de rien, et vous verrez que ce sera dès demain à recommencer.","Nous y donnerons ordre. Allons, mettez-vous à genoux."
À genoux ?,"Oui à genoux, et sans tarder."
Ô Ciel ! Que faut-il dire ?,"Madame, je vous prie de me pardonner."
"Madame, je vous prie de me pardonner.",L’extravagance que j’ai faite.
L’extravagance que j’ai faite (à part) De vous épouser.,Et je vous promets de mieux vivre à l’avenir.
Et je vous promets de mieux vivre à l’avenir.,"Prenez-y garde, et sachez que c’est ici la dernière de vos impertinences que nous souffrirons."
"Jour de Dieu, si vous y retournez, on vous apprendra le respect que vous devez à votre femme ; et à ceux de qui elle sort.","Voilà le jour qui va paraître. Adieu. Rentrez chez vous, et songez bien à être sage. Et nous, mamour, allons nous mettre au lit."
"Quoique puisse dire Aristote et toute la Philosophie, il n’est rien d’égal au Tabac, c’est la passion des honnêtes gens, et qui vit sans tabac n’est pas digne de vivre ; non seulement il réjouit et purge les cerveaux humains, mais encore il instruit les âmes à la vertu, et leur apprend avec lui à demeurer honnête homme ; Ne voyez vous pas bien, dès qu’on en prend, de quelle manière obligeante on en use avec tout le monde, et comme on est ravi d’en donner à droite et à gauche, partout où l’on se trouve ? On n’attend pas même qu’on en demande, et l’on court au-devant du souhait des gens, tant il est vrai que le tabac inspire des sentiments d’honneur et de vertu à tous ceux qui en prennent : Mais c’est assez de cette matière ; reprenons notre discours. Si bien donc, cher Gusman que Done Elvire, ta Maîtresse, surprise de notre départ, s’est mise en campagne après ; et son cœur, que mon Maître a su toucher trop fortement, n’a pu depuis vivre sans le venir chercher ici ; Veux-tu qu’entre nous, je te dise ma pensée, j’ai peur qu’elle soit mal payée de son amour, que son voyage en cette ville produise peu de fruit, et que vous eussiez autant gagné à ne bouger de là.","Et la raison encore, dis-moi je te prie Sganarelle, qui peut t’inspirer de si mauvais augure ? ton Maître t’a-t-il découvert son cœur là-dessus, et t’a t-il dit qu’il eût pour nous quelque froideur qui l’ait obligé à partir ?"
"Non pas, mais à vue de pays je connais à peu près le train des choses, et sans qu’il m’ait encore rien dit, je gagerais presque que l’affaire va là. Je pourrais peut-être me tromper, mais enfin sur de tels sujets l’expérience m’a donné quelque lumière.",Quoi ! ce départ si peu prévu serait une infidélité de Don Juan ! il pourrait faire cette injure aux chastes feux de Done Elvire !
"Non, c’est qu’il est trop sûr encore qu’il n’a pas le courage.",Un homme de sa qualité ferait une action si lâche.
"Eh ! oui, sa qualité, la raison en est belle, et c’est par là qu’il s’empêcherait des choses.",Mais les saints nœuds du mariage le tiennent engagé.
"Eh ! mon pauvre Gusman, mon ami, tu ne sais pas encore, crois-moi, quel homme c’est Don Juan.","Je ne sais pas de vrai quel homme il peut être, s’il faut qu’il nous ait fait cette perfidie, et je ne comprends point comme après tant d’amour et tant d’impatience témoignée, tant d’hommages pressants, de vœux, de soupirs, et de larmes, tant de lettres passionnées, de protestations ardentes et de serments réitérés, tant de transports enfin, et tant d’emportements qu’il a fait paraître, jusques à forcer dans sa passion l’obstacle sacré d’un Convent pour mettre Done Elvire en sa puissance, je ne comprends pas, dis-je, comme après tout cela il aurait le cœur de pouvoir manquer à sa parole."
"Je n’ai pas grande peine à le comprendre moi, et si tu connaissais le pèlerin, tu trouverais la chose assez facile pour lui ; je ne dis pas qu’il ait changé de sentiments pour Done Elvire, je n’en ai point de certitude encore ; tu sais que par son ordre je partis avant lui, et depuis son arrivée, il ne m’a point entretenu ; mais par précaution je t’apprends inter nos, que tu vois en Don Juan mon Maître le plus grand scélérat que la terre ait jamais porté, un enragé, un chien, un Diable, un Turc, un hérétique, qui ne croit ni Ciel ni Saint, ni Dieu, ni loup-garou, qui passe cette vie en véritable bête brute, en pourceau d’Épicure, en vrai Sardanapale, ferme l’oreille à toutes les remontrances Chrétiennes qu’on lui peut faire, et traite de billevesées tout ce que nous croyons ; tu me dis qu’il a épousé ta Maitresse, crois qu’il aurait plus fait pour contenter sa passion, et qu’avec elle il aurait encore épousé toi, son chien et son chat ; un mariage ne lui coûte rien à contracter, il ne se sert point d’autre piège pour attraper les belles, et c’est un épouseur à toutes mains, Dame, Damoiselle, Bourgeoise, Paysanne ; Il ne trouve rien de trop chaud ni de trop froid pour lui, et si je te disais le nom de toutes celles qu’il a épousées en divers lieux, ce serait un chapitre à durer jusques au soir ; tu demeures surpris et changes de couleur à ce discours ; ce n’est là qu’une ébauche du personnage ; et pour en achever le portrait, il faudrait bien d’autres coups de pinceau : Suffit qu’il faut que le courroux du Ciel l’accable quelque jour, qu’il me vaudrait bien mieux d’être au Diable qu’à lui, et qu’il me fait voir tant d’horreurs que je souhaiterais qu’il fût déjà je ne sais où. C’est une chose terrible, il faut que je lui sois fidèle en dépit que j’en aie ; la crainte en moi fait l’office du zèle, bride mes sentiments et me réduit à la complaisance d’applaudir bien souvent à ce que mon âme déteste ; le voila qui vient se promener dans ce Palais, séparons nous ; écoute, au moins je te fais confidence avec grande franchise, et cela m’est sorti un peu bien vite de la bouche ; mais s’il fallait qu’il en vînt quelque chose à ses oreilles, je dirais hautement que tu aurais menti.","Quel homme te parlait là ? il a bien de l’air, ce me semble, du bon Gusman de Done Elvire."
C’est quelque chose aussi à peu près comme cela.,"Quoi, c’est lui !"
Lui-même.,Et depuis quand est-il en cette Ville ?
D’hier au soir.,Et quel sujet l’amène ?
Je crois que vous jugez assez ce qui peut l’inquiéter.,Notre départ sans doute.
"Le bon homme en est tout mortifié, et m’en demandait le sujet",Et quelle Réponse as-tu faite ?
Que vous ne m’en aviez rien dit.,"Mais encore, quelle est ta pensée là-dessus, que t’imagines-tu de cette affaire ?"
"Moi ? je crois, sans vous faire tort, que vous avez quelque nouvel amour en tête.",Tu le crois ?
Oui.,"Ma foi tu ne te trompes pas, et je dois t’avouer qu’un autre objet a chassé Done Elvire, de ma pensée."
"Eh mon Dieu ! je sais mon Don Juan sur le bout du doigt, et connais votre cœur pour le plus grand coureur du monde ; il se plaît à se promener de lieux en lieux, et n’aime point à demeurer en place.",Et ne trouves-tu pas que j’ai raison d’en user de la sorte ?
Eh Monsieur.,Quoi ? parle.
"Assurément que vous avez raison, si vous le voulez. On ne peut pas aller là contre ; mais si vous ne le vouliez pas, ce serait peut-être une autre affaire.","Et bien, je te donne la liberté de parler, et de me dire tes sentiments."
"En ce cas, Monsieur, je vous dirai franchement que je n’approuve point votre méthode, et que je trouve fort vilain d’aimer de tous côtés comme vous faites.","Quoi ? tu veux qu’on se lie à demeurer au premier objet qui nous prend, qu’on renonce au monde pour lui, et qu’on n’ait plus d’yeux pour personne ; la belle chose de vouloir se piquer d’un faux honneur, d’être fidèle, de s’ensevelir pour toujours dans une passion, et d’être mort dès sa jeunesse pour toutes les autres beautés qui nous peuvent frapper les yeux ; non non, la constance n’est bonne que pour des ridicules : toutes les belles ont droit de nous charmer, et l’avantage d’être rencontrée la première, ne doit point dérober aux autres les justes prétentions qu’elles ont toutes sur nos cœurs ; pour moi, la beauté me ravit partout où je la trouve, et je cède facilement à cette douce violence où elle nous entraine ; J’ai beau être engagé, l’amour que j’ai pour une belle n’engage point mon âme à faire une injustice aux autres ; Je conserve des yeux pour voir le mérite de toutes, et je rends à chacune les hommages et les tributs où la nature nous oblige ; quoi qu’il en soit je ne puis refuser mon cœur à tout ce que je vois d’aimable, et dès qu’un beau visage me le demande, si j’en avais dix mille, je les donnerais tous : les inclinations naissantes après tout ont des charmes inexplicables, et tout le plaisir de l’amour est dans le changement : on goûte une douceur extrême à réduire, par cent hommages, le cœur d’une jeune beauté, à voir de jour en jour les petits progrès qu’on fait, à combattre par des transports, par des larmes et des soupirs, l’innocente pudeur d’une âme qui a peine à rendre les armes, à forcer pied à pied toutes les petites résistances qu’elle nous oppose, à vaincre les scrupules dont elle se fait un honneur, et à la mener doucement où nous avons envie de la faire venir ; mais lorsqu’on est  maître une fois, il n’y a plus rien à dire ni rien à souhaiter, tout le beau de la passion est fini, et nous nous endormons dans la tranquillité d’un tel amour, si quelque objet nouveau ne vient réveiller nos désirs, et présenter à notre cœur les charmes attrayants d’une conquête à faire ; enfin il n’est rien de si doux que de triompher de la résistance d’une belle personne, et j’ai sur ce sujet l’ambition des conquérants qui volent perpétuellement de victoire en victoire, et ne peuvent point se résoudre à borner leurs souhaits ; il n’est rien qui puisse arrêter l’impétuosité de mes désirs, je me sens porté à aimer toute la terre, et comme Alexandre je souhaiterais qu’il y eût d’autres mondes pour y pouvoir étendre mes conquêtes amoureuses."
"Vertu de ma vie, comme vous débitez ; il semble que vous ayez appris par cœur cela, et vous parlez tout comme un Livre.",Qu’as tu à dire là-dessus.
"Ma foi, j’ai à dire, et je ne sais que dire, car vous tournez les choses d’une manière qu’il semble que vous ayez raison, et cependant il est vrai que vous ne l’avez pas ; j’avais les plus belles pensées du monde, et vos discours m’ont brouillé tout cela : laissez faire, une autre fois je mettrai mes raisonnements par écrit, pour disputer avec vous.",Tu feras bien.
"Mais Monsieur, cela serait-il de la permission que vous m’avez donnée, si je vous disais que je suis tant soit peu scandalisé de la vie que vous menez ?",Comment ? quelle vie est-ce que je mène ?
"Fort bonne, mais par exemple je vous vois tous les mois vous marier comme vous faites.",Y a-t-il Rien de plus agréable ?
"Il est vrai, je conçois que cela est fort agréable et fort divertissant, et je m’en accommoderais assez moi, s’il n’y avait point de mal ; mais Monsieur se jouer ainsi d’un mystère sacré et,","Va, c’est une affaire entre le Ciel et moi, et nous la démêlerons bien ensemble, sans que tu t’en mettes en peine."
"Ma foi Monsieur, j’ai toujours ouï dire que c’est une méchante raillerie que se railler du Ciel, et que les libertins ne font jamais une bonne fin.","Holà maître sot, vous savez que je vous ai dit que je n’aime pas les faiseurs de remontrances."
"Je ne parle pas aussi à vous, Dieu m’en garde, vous savez ce que vous faites, et si vous ne croyez rien vous avez vos raisons : il y a de certains petits impertinents dans le monde, qui sont libertins sans savoir pourquoi, qui font les esprits forts parce qu’ils croient que cela leur sied bien, et si j’avais un maître comme cela, je lui dirais fort nettement, le regardant en face, osez-vous bien ainsi vous jouer du Ciel, et ne tremblez-vous point de vous moquer comme vous faites des choses les plus saintes c’est bien à vous petit ver de terre, petit myrmidon que vous êtes (je parle au maître que j’ai dit) c’est bien à vous à vouloir vous mêler de tourner en raillerie ce que tous les hommes révèrent ; pensez-vous que pour être de qualité, pour avoir une perruque blonde et bien frisée, des plumes à votre chapeau, un habit bien doré, et des rubans couleur de feu (ce n’est pas à vous que je parle, c’est à l’autre) pensez-vous dis-je que vous en soyez plus habile homme, que tout vous soit permis et qu’on n’ose vous dire vos vérités ? apprenez de moi qui suis votre valet, que le Ciel punit tôt ou tard les impies, qu’une méchante vie amène une méchante mort  et que…",Paix.
De quoi est-il question ?,"Il est question de te dire qu’une jeune beauté me tient au cœur, et qu’entraîné par ses appas, je l’ai suivie jusque dans cette Ville."
"Et n’y craignez-vous rien, Monsieur, de la mort de ce Commandeur que vous tuâtes il y a six mois ?",Et pourquoi craindre ? ne l’ai-je pas bien tué.
"Fort bien, le mieux du monde, il aurait tort de s’en plaindre.",J’ai eu ma grâce de cette affaire.
"Oui, mais cette grâce n’éteint pas peut-être le ressentiment des parents et des amis et…","Ah, n’allons point songer au mal qui nous peut arriver, et songeons seulement à ce qui peut nous donner du plaisir : la personne dont je te parle est une jeune fiancée, la plus agréable du monde, qui a été conduite ici par celui même qu’elle y vient épouser, et le hasard m’a fait voir le couple d’amants trois ou quatre jours avant leur voyage. Jamais je n’ai vu deux personnes être si contents l’un de l’autre, et faire éclater plus d’amour : la tendresse visible de leurs mutuelles ardeurs me donna  de l’émotion, j’en fus frappé au cœur, et mon amour commença par la jalousie ; oui je ne pus souffrir d’abord de les voir si bien ensemble ; le dépit alluma mes désirs, et je me figurai un plaisir extrême à pouvoir troubler leur intelligence, et rompre cet attachement, dont la délicatesse de mon cœur se tenait offensé ; mais jusqu’ici tous mes efforts ont été inutiles, et j’ai recours au dernier remède ; cet Époux prétendu doit aujourd’hui régaler sa Maîtresse d’une promenade sur mer, sans avoir rien dit, toutes choses sont préparées pour satisfaire mon amour, et j’ai une petite barque et des gens, avec quoi fort facilement je prétends enlever la belle."
Ah Monsieur !,Hein.
"C’est fort bien fait à vous, et vous le prenez comme il faut, il n’est rien tel en ce monde que de se contenter.","Prépare-toi donc à venir avec moi, et prends soin toi-même d’apporter toutes mes armes afin que… Ah rencontre fâcheuse ! traître tu ne m’avais pas dit qu’elle était ici elle-même."
Monsieur vous ne me l’aviez pas demandé.,"Est-elle folle de n’avoir pas changé d’habit, et de venir dans ce lieu-ci avec son équipage de Campagne ?"
"Me feriez-vous la grâce, Don Juan, de vouloir bien me reconnaître, et puis-je au moins espérer que vous daigniez tourner le visage de ce côté ?","Madame je vous avoue que je suis surpris, et que je ne vous attendais pas ici."
"Oui, je vois bien que vous ne m’attendiez pas, et vous êtes surpris à la vérité, mais tout autrement que je ne l’espérais, et la manière dont vous le paraissez me persuade pleinement ce que je refusais de croire ; j’admire ma simplicité, et la faiblesse de mon cœur, à douter d’une trahison que tant d’apparences me confirmaient : j’ai été assez bonne, je le confesse, ou plutôt assez sotte pour vouloir me tromper moi-même, et travailler à démentir mes yeux et mon jugement. J’ai cherché des raisons pour excuser à ma tendresse le relâchement d’amitié qu’elle voyait en vous, et je me suis forgé exprès cent sujets légitimes d’un départ si précipité, pour vous justifier du crime dont ma raison vous accusait. Mes justes soupçons, chaque jour, avaient beau me parler, j’en rejetais la voix qui vous rendait criminel à mes yeux, et j’écoutais avec plaisir mille chimères ridicules qui vous peignaient innocent à mon cœur ; mais enfin cet abord ne me permet plus de douter, et le coup d’œil qui m’a reçue m’apprend bien plus de choses que je ne voudrais en savoir : Je serai bien aise pourtant d’ouïr de votre bouche les Raisons de votre départ. Parlez Don Juan je vous prie, et voyons de quel air vous savez vous justifier.","Madame, voilà Sganarelle qui sait pourquoi je suis parti."
"Oui Monsieur, je ne sais rien s’il vous plait.","Et bien Sganarelle, parlez, il n’importe de quelle bouche j’entende ces raisons."
"Allons, parle donc à Madame.",Que voulez vous que je dise ;
"Approchez, puis qu’on le veut ainsi, et me dites un peu les causes de ce départ si prompt.",Tu ne répondras pas ?
"Je n’ai rien à répondre, vous vous moquez de votre serviteur.","Veux tu répondre, te dis-je."
Madame.,Quoi.
Monsieur.,Si…
"Madame, les conquérants, Alexandre, et les autres mondes, sont causes de notre départ : voilà Monsieur tout ce que je puis dire.","Vous plaît-il, Don Juan, nous éclaircir ces beaux mystères."
"Madame, à vous dire la vérité.","Ah, que vous savez mal vous défendre, pour un homme de Cour et qui doit être accoutumé à ces sortes de choses, j’ay pitié de vous voir la confusion que vous avez ; que ne vous armez-vous le front d’une noble effronterie ? que ne me jurez vous que vous êtes toujours dans les mêmes sentiments pour moi, que vous m’aimez toujours avec une ardeur sans égale, et que rien n’est capable de vous détacher de moi que la mort ? que ne me dites vous que des affaires de la dernière conséquence vous ont obligé à partir sans m’en donner avis, qu’il faut que malgré vous vous demeuriez ici quelque temps, et que je n’ai qu’à m’en retourner d’où je viens, assurée que vous suivez mes pas le plus tôt qu’il vous sera possible, puisque il est très certain que vous brulez de me rejoindre, et qu’éloigné de moi vous souffrez ce que souffre un corps qui est séparé de son âme ; voilà comme il faut vous défendre, et non pas être interdit comme vous êtes."
"Je vous avoue, Madame, que je n’ai point le talent de dissimuler, et que je porte un cœur sincère, je ne vous dirai point que je suis toujours dans les mêmes sentiments pour vous, et que je brûle de vous rejoindre, puisqu’enfin il est assuré que je ne suis parti que pour vous fuir, non point pour les raisons que vous pouvez vous figurer, mais par un pur motif de conscience, et pour ne croire pas qu’avec vous davantage je puisse vivre sans péché ; il m’est venu des scrupules Madame, et j’ai ouvert les yeux de l’âme sur ce que je faisais, j’ai fait réflexion que pour vous épouser je vous ai dérobée à la clôture d’un convent, que vous avez rompu des vœux qui vous engageaient autre part, et que le Ciel est fort jaloux de ces sortes de choses. Le repentir m’a pris, et j’ai craint le courroux céleste ; j’ai cru que notre mariage n’était qu’un adultère déguisé, qu’il nous attirerait quelque disgrâce d’en haut, et qu’enfin je devais tâcher de vous oublier, et vous donner moyen de retourner à vos premières chaînes ; voudriez vous Madame vous opposer à une si sainte pensée ; et que j’allasse, en vous retenant, me mettre le Ciel sur les bras ? que pour…","Ah scélérat, c’est maintenant que je te connais tout entier, et pour mon malheur je te connais lors qu’il n’en est plus temps, et qu’une telle connaissance ne peut plus me servir qu’à me désespérer ; mais sache que ton crime ne demeurera pas impuni, et que le même Ciel dont tu te joues, me saura venger de ta perfidie."
"Sganarelle, le Ciel.","Vraiment oui, nous nous moquons bien de cela nous autres."
Madame.,"Il suffit, je n’en veux pas ouïr davantage, et je m’accuse moi-même d’en avoir trop entendu, c’est une lâcheté que de se faire expliquer trop sa honte, et sur de tels sujets, un noble cœur, au premier mot, doit prendre son parti ; n’attends pas que j’éclate ici en reproche et en injures, non, non, je n’ai point un courroux à exhaler une parole vaine, et toute sa chaleur se réserve pour ma vengeance ; je te le dis encore, le Ciel te punira, perfide, de l’outrage que tu me fais, et si le Ciel n’a rien que tu puisses appréhender, appréhende au moins la colère d’une femme offensée."
Si le remords le pouvait prendre.,Allons songer à l’exécution de notre entreprise amoureuse.
Ah ! quel abominable Maître me vois-je obligé de servir.,"Notre dinje, Piarrot, tu t’is trouvé là bien à point."
"Porquisenne, il ne s’en est pas fallu l’épaisseur d’une épingle qu’ils ne se s’ayant noyés tou deu.",C’est donc le coup de vent d’amatin qui les avait renversés.
"Aga, quien, Charlotte, je m’en vas te conter tout fin drai comme cela est venu ça, comme dit l’autre, je les ai le premier avisés, avisés le premier je les ai ; enfin donc j’équions sur le bord de la mar, mo et le gros Lucas, et je nous amusions à batifoler avé des mottes de tarre, que je nous jesquions à la tête ; car comme tu sais bian, le gros Lucas aime à batifoler, et moi per fois je batifole i tou ; en batifolant donc, pisque batifoler y a, j’ai aperçu de tout loin queuque chose qui grouillait dans glieau, et qui venait comme envars nous per secousse, je voyais ça fisiblement, et pis tout d’un coup je voyais que je ne voyais plus rien ; eh Lucas ! ç’ay je fait, je pense que vlà des hommes qui nageant là-bas ; voire ce m’a-t-il fait, t’as été au trepassement d’un chat, t’as la vue trouble ; pal sanguienne, ç’ai je fait, je n’ai point la vue trouble, ce sont des hommes ; point du tout ce m’a-t-il fait, t’as la barlue ; veux tu gager, ç’ai je fait, que je n’ai point  la barlue, ç’ai je fait, et que ce sont des hommes, ç’ai je fait qui nageant drai ici, ç’ai je fait ; morguenne ce m’a-t-il fait, je gage que non ; o ça ç’ai je fait, veux tu gager dix sols que si ? je veux bian, ce m’a-t-il fait, et pour te montrer, vlà argent ser jeu, ce m’a-t-il fait ; moi je n’ai été ni fou ni étourdi, j’ai bravement bouté quatre pièces tapées et cinq sols en double, j’erniguenne, aussi hardiment que si j’avais avalé un vare de vin, car si hasardeux moi, et je vas à la débandade ; je savais bian ce que je faisais pourtant, queuque gniais : enfin donc je n’avais pas plutôt eu gagé, que j’avons vu les deux hommes tous à plein, qui nous faisians signe de les aller quérir, et moi d’hier auparavant les enjeux, allons Lucas, ç’ai-je dit, tu vois bian qu’ils nous appellent, allons viste à leur secours ; non ce m’a-t-il dit, ils m’ont fait pardre ; o dont tanquia, qu’à la parfin, pour le faire court, je l’ai tant sarmonné que je nous sommes boutés dans une barque, et pis j’avons tant fait, cahin caha, que je les avons tiré de gliau, et pis je les avons menés cheu nous, auprès du feu, et pis ils se sont dépouillés tous nus pour se sécher, et pis il y en est encor venu deux de la même bande, qui saguiant sauvés tout seul, et pis Mathurine est arrivée là, à qui l’on a fait les doux yeux ; vlà justement Charlotte comme tout ça s’est fait.","Ne m’as tu pas dit, Piarrot, qu’il y en a un qui est bian pu mieux fait que les autres."
"Oui, c’est le Maître, il faut que ce soit queuque gros gros Monsieur, car il a du dor à son habit tout depis l’haut jusque en bas, et ceux qui le sarvant sont des Monsieurs eux-mesmes, et Stan pandant, tout gros Monsieur qu’il est, il serait per ma fegue nayé, si je n’avions esté là.",Ardez un peu.
"O par guenne, sans nous, il en avait pour sa maine de feves.","Est il encore cheu toi tout nu, Piarrot ?"
"Nannain, ils l’avont rhabillé tout devant nous ; monquieu je n’en avais jamais vu s’habiller ; que d’histoires et d’angingorniaux boutont ces Monsieurs-là les courtisans, je me pardrais là dedans pour moi, et j’étais tout ebobi de voir ça ; quien Charlotte, ils avont des cheveux qui ne tenont point à leu teste, et ils boutont ça après tout comme un gros bonnet de filace, ils ant des chemises qui ant des manches ou j’entrerais tout brandis toi et moi ; en glieu d’haut de chausse ils portont un garde-robe aussi large que d’ici à pasque ; en glieu de pourpoint de petites brasières qui ne leur venont pas jusqu’au brichet, et en glieu de rabat un grand mouchoir de cou à reziau avec quatre grosses houpes de linge qui leu pendont ser l’estoumaque ; ils avont itou d’autres petis rabat au bout des bras, et de grands antonoirs de passement aux jambes, et parmi tout ça tant de ribans, tant de ribans, que c’est une vraie piquié ; ignia pas jusqu’aux souliez qui n’en soyont farcy tout depis un bout jusqu’à l’autre, et ils sont faits d’une façon que je me romperais le cou au cul.","Perma fi, Piarrot, il faut que j’aille veor en peu ça."
"O, acoute un peu auparavant Charlotte, j’ai queuque autre à te dire moi.","Et bian, dis, qu’est que c’est ?"
"Vois tu, Charlotte, il faut comme dit l’autre que je débonde mon cœur, je t’ayme, tu le sais bian, et je sommes pour être mariés ensemble, mais, morguenne, je ne suis point satisfait de toi.",Quemant ? qu’est ce que c’est donc qu’il y glia ?
"Il y glia, que tu me chagraines l’esprit franchement.",Et quemant donc ?
"Teste quienne, tu ne m’aimes point.","Ah Ah, n’est-ce que ça ?"
"Oui ce n’est que ça, et c’est bian assez.","Monguieu, Piarrot, tu me viens toujou dire la même chose."
"Je te dis toujou la même chose, parce que c’est toujou la même chose, et si ce n’était pas toujou la même chose, je ne te dirais pas toujou la même chose.",Mais qu’est-ce qu’il te faut ? que veux tu ?
