,0,1
7359,dégainer,assurance
7360,assister,l’ôter
7361,service,justice
7362,os,mots
7363,sorte,escorte
7364,averti,parti
7365,l’appréhende,demande
7366,demande,présentement
7367,présentement,seulement
7368,audace,menace
7369,là,voilà
7370,crue,rue
7371,rue,renfermer
7372,faquin,coquin
7373,suivre,vivre
7374,attendre,prendre
7375,maudites,chattemites
7376,point,point
7377,faire,l’ordinaire
7378,moment,testament
7379,promesse,grossesse
7380,main,dessein
7381,bouquetière,mère
7382,innocent,absent
7383,maternelle,nouvelle
7384,sang,rang
7385,famille,fille
7386,éclairci,jusqu’ici
7387,d’autres,vôtres
7388,peu,feu
7389,affaire,nécessaire
7390,informé,confirmé
7391,pointe,jointe
7392,mystères,affaires
7393,prudemment,l’accommodement
7394,tendresse,allégresse
7395,rire,dire
7396,permis,habits
7397,hardiesse,gentillesse
7398,heureux,amoureux
7399,amoureux,l’assure
7400,l’assure,l’aventure
7401,promptement,compliment
7402,révélées,défilées
7403,nécessaire,adversaire
7404,adversaire,bouger
7405,bouger,égorger
7406,arrive,prive
7407,point,endroit
7408,endroit,doit
7409,dénaturé,père
7410,père,révère
7411,criminel,paternel
7412,porte,forte
7413,voir,m’émouvoir
7414,menace,face
7415,ascagne,ascagne
7416,foi,toi
7417,appelle,querelle
7418,généreux,eux
7419,coupable,raisonnable
7420,d’accord,tort
7421,remises,requises
7422,fureur,honneur
7423,honneur,nôtre
7424,nôtre,vôtre
7425,vôtre,forcer
7426,forcer,balancer
7427,cause,m’oppose
7428,bout,résout
7429,étrange,venge
7430,vous,courroux
7431,publique,pique
7432,pique,odieux
7433,odieux,yeux
7434,ennemie,infamie
7435,affliger,venger
7436,venger,l’avantage
7437,l’avantage,langage
7438,pas,bras
7439,criminelle,querelle
7440,ceci,l’affaire
7441,l’affaire,faire
7442,l’ignore,savoir
7443,savoir,voir
7444,honnête,tête
7445,tête,l’effet
7446,m’intéresse,faiblesse
7447,nous,vous
7448,facile,lucile
7449,bras,trépas
7450,nécessaire,satisfaire
7451,tous,vous
7452,engagé,chargé
7453,extrême,luimême
7454,fureur,d’erreur
7455,attachée,cachée
7456,ans,gens
7457,autre,nôtre
7458,yeux,sérieux
7459,subtile,lucile
7460,pas,embarras
7461,dorothée,ôtée
7462,premier,singulier
7463,offense,défense
7464,confus,làdessus
7465,défendre,surprendre
7466,saisir,plaisir
7467,valère,faire
7468,cependant,incident
7469,nous,tous
7470,langage,carnage
7471,couronné,grosrené
7472,grosrené,possédée
7473,possédée,vidée
7474,bien,rien
7475,marinette,fleurette
7476,prend,cérémonie
7477,cérémonie,envie
7478,peaux,damoiseaux
7479,compère,sévère
7480,feras,t’adouciras
7481,critiques,pacifiques
7482,foi,moi
7483,nous,doux
7484,lavantage,sage
7485,intentions,corrections
7486,suivre,vivre
7487,entendre,reprendre
7488,sévérité,société
7489,bizarre,barbare
7490,massujettir,vêtir
7491,sornettes,lêtes
7492,celer,parler
7493,parler,matières
7494,matières,manières
7495,chapeaux,cerveaux
7496,enflure,figure
7497,perdant,pendant
7498,sauces,hautdechausses
7499,revêtus,pattus
7500,entraves,esclaves
7501,galants,volants
7502,sorte,porte
7503,porte,saccommoder
7504,saccommoder,regarder
7505,sage,langage
7506,empressement,changement
7507,méthode,mode
7508,amoureux,queux
7509,fonde,monde
7510,fous,tous
7511,accroire,noire
7512,prenez,nez
7513,vois,joie
7514,chérir,mourir
7515,accompagnée,rechignée
7516,fortement,habillement
7517,mode,commode
7518,faut,chaud
7519,aïeux,yeux
7520,gronde,monde
7521,sœur,humeur
7522,favorable,raisonnable
7523,aujourdhui,lui
7524,sœur,douceur
7525,semble,ensemble
7526,sortir,divertir
7527,léonor,encore
7528,dépendre,prendre
7529,intérêt,plaît
7530,père,dernière
7531,dernière,épouser
7532,épouser,disposer
7533,enfance,puissance
7534,souci,celleci
7535,vôtre,lautre
7536,haut,faut
7537,pimpante,suivante
7538,suivante,loisiveté
7539,loisiveté,liberté
7540,mienne,sienne
7541,sienne,vêtement
7542,vêtement,seulement
7543,sage,ménage
7544,loisir,plaisir
7545,loreille,veille
7546,bruits,puis
7547,lappelle,delle
7548,taisezvous,nous
7549,langage,sage
7550,regret,net
7551,déplaire,faire
7552,ceci,défiance
7553,défiance,naissance
7554,jour,lamour
7555,infâmes,femmes
7556,lieu,dieu
7557,faiblesse,cesse
7558,précautions,intentions
7559,tête,bête
7560,fous,nous
7561,extrême,luimême
7562,pécher,empêcher
7563,contrainte,crainte
7564,éducation,émotion
7565,rire,dire
7566,liberté,daustérité
7567,grilles,filles
7568,devoir,voir
7569,feinte,contrainte
7570,contrainte,régner
7571,régner,gagner
7572,gagner,donne
7573,donne,personne
7574,lassaillir,faillir
7575,cesse,jeunesse
7576,douceur,peur
7577,maximes,crimes
7578,consenti,repenti
7579,compagnies,comédies
7580,vivre,livre
7581,familles,filles
7582,filles,mépouser
7583,mépouser,tyranniser
7584,tyranniser,guère
7585,guère,entière
7586,venants,complaisants
7587,mariage,dâge
7588,ailleurs,meilleurs
7589,hyménée,donnée
7590,miel,ciel
7591,sévères,pères
7592,liberté,facilité
7593,envie,vie
7594,pourquoi,oui
7595,prétendre,prendre
7596,complaisants,rubans
7597,troublée,dassemblée
7598,infâme,femme
7599,vécu,cocu
7600,naître,lêtre
7601,défaut,faut
7602,plaire,sexagénaire
7603,moi,foi
7604,âme,femme
7605,nous,vous
7606,apprises,sottises
7607,averti,parti
7608,valet,vôtre
7609,vôtre,lautre
7610,insensé,cassé
7611,suprême,même
7612,raison,maison
7613,hantises,prises
7614,prétendons,dindons
7615,jabhorre,jadore
7616,surprenant,maintenant
7617,puissance,connaissance
7618,sévérité,honnêteté
7619,cieux,yeux
7620,godelureau,chapeau
7621,peutêtre,peut
7622,peut,connaître
7623,plaisir,désir
7624,artifice,service
7625,crois,voisins
7626,voisins,destins
7627,nouvelles,fidèles
7628,nouveautés,curiosités
7629,magnificence,naissance
7630,part,part
7631,parfois,emplois
7632,paraît,plaît
7633,occupée,laprèssoupée
7634,fou,loupgarou
7635,jenrage,sauvage
7636,sévérité,liberté
7637,conséquences,espérances
7638,raffermi,demi
7639,pères,affaires
7640,talent,galant
7641,proie,joie
7642,fâcheux,eux
7643,suite,conduite
7644,parant,soupirants
7645,avantages,doutrages
7646,témoin,loin
7647,belle,disabelle
7648,ardemment,moment
7649,valets,récompense
7650,récompense,lassistance
7651,belle,elle
7652,jour,amour
7653,apprendre,entendre
7654,parfois,voix
7655,extrême,laime
7656,trouver,rêver
7657,personne,donne
7658,jour,amour
7659,faire,étourdi
7660,étourdi,hardi
7661,use,dexcuse
7662,là,holà
7663,lumière,manière
7664,service,office
7665,mamener,monsieur
7666,monsieur,sétonner
7667,prie,entrer
7668,entendre,bouger
7669,bouger,rendre
7670,effroyable,condamnable
7671,condamnable,égaler
7672,égaler,parler
7673,faire,nécessaire
7674,nécessaire,mécouter
7675,cœur,tuteur
7676,belle,isabelle
7677,pas,appas
7678,touche,couche
7679,propos,repos
7680,feinte,atteinte
7681,denfance,confidence
7682,avis,suivis
7683,outrage,langage
7684,connus,superflus
7685,flamme,âme
7686,blessée,pensée
7687,émotion,commission
7688,extrême,moimême
7689,dit,interdit
7690,prunelle,cervelle
7691,revoir,savoir
7692,vous,làdessous
7693,personne,donne
7694,visage,message
7695,fruit,produit
7696,consomme,homme
7697,passion,lintention
7698,prisonnière,lumière
7699,malade,lambassade
7700,confus,plus
7701,contraire,affaire
7702,dis,logis
7703,fenêtre,paraître
7704,paraître,impertinent
7705,impertinent,surprenant
7706,jetée,cachetée
7707,tout,bout
7708,fâcherie,friponnerie
7709,promptement,amant
7710,foi,emploi
7711,técrire,louvrir
7712,pourquoi,moi
7713,défendre,rendre
7714,rendre,éclater
7715,éclater,conter
7716,cachetée,reportée
7717,aujourdhui,lui
7718,espérance,extravagance
7719,ainsi,aussi
7720,âme,femme
7721,désir,louvrir
7722,bonnes,donnes
7723,mots,repos
7724,nage,sage
7725,maison,trahison
7726,extrême,moimême
7727,questce,maître
7728,encor,dor
7729,irritée,décachetée
7730,feux,deux
7731,bête,boîte
7732,vous,courroux
7733,rendre,méprendre
7734,doriginal,mal
7735,capable,adorable
7736,amitié,moitié
7737,édit,interdit
7738,grandes,demandes
7739,décris,maris
7740,maris,coquetterie
7741,coquetterie,broderie
7742,expressément,hautement
7743,occupée,aprèssoupée
7744,cheveux,amoureux
7745,coquette,fleurette
7746,joyaux,moineaux
7747,loutrage,bagage
7748,rend,grand
7749,fidèle,disabelle
7750,disabelle,folie
7751,pas,appas
7752,misérable,redoutable
7753,despérer,murmurer
7754,bien,lordonne
7755,lordonne,personne
7756,courroux,vous
7757,place,grâce
7758,amant,tourment
7759,isabelle,elle
7760,pensé,offensé
7761,âme,femme
7762,cœur,ardeur
7763,bien,croire
7764,croire,mémoire
7765,mémoire,subir
7766,subir,soupir
7767,poursuites,mérites
7768,pas,pas
7769,sorte,sorte
7770,pitié,damitié
7771,tête,conquête
7772,conquête,éclater
7773,éclater,décacheter
7774,décacheter,retire
7775,retire,dire
7776,pensé,offensé
7777,âme,femme
7778,cœur,ardeur
7779,ardeur,croire
7780,croire,mémoire
7781,mémoire,subir
7782,subir,soupir
7783,poursuite,mérite
7784,blâmer,taimer
7785,croyance,linnocence
7786,fort,mort
7787,dites,poursuites
7788,inclinations,intentions
7789,bonnes,personnes
7790,personnes,desseins
7791,desseins,mains
7792,vie,infamie
7793,comment,damant
7794,damant,enlèvement
7795,enlèvement,secrètes
7796,secrètes,faites
7797,tard,part
7798,journée,destinée
7799,raillerie,folie
7800,vertement,ressentiment
7801,méprisée,scandalisée
7802,croie,joie
7803,déguiser,amuser
7804,joue,lavoue
7805,lavoue,lhonneur
7806,lhonneur,suborneur
7807,surprises,entreprises
7808,dis,hardi
7809,hardi,défaire
7810,défaire,téméraire
7811,lennui,lui
7812,femme,gamme
7813,vain,dessein
7814,entreprendre,surprendre
7815,moments,sentiments
7816,cause,chose
7817,ton,bon
7818,assurance,impatience
7819,pouvoir,voir
7820,lheure,meilleure
7821,plaisir,désir
7822,faites,coquettes
7823,paris,maris
7824,parler,celer
7825,celer,paroles
7826,paroles,folles
7827,traiter,déclater
7828,déclater,êtes
7829,êtes,faites
7830,dhonneur,bonheur
7831,nouvelle,disabelle
7832,fois,choix
7833,soffense,linsolence
7834,éclats,embarras
7835,dentendre,prétendre
7836,terminé,donné
7837,feintes,plaintes
7838,cœur,derreur
7839,javance,balance
7840,balance,dessein
7841,dessein,main
7842,mérites,visites
7843,adresse,tendresse
7844,retour,amour
7845,toute,doute
7846,dit,esprit
7847,suprême,extrême
7848,soffenser,prononcer
7849,prononcer,surprendre
7850,surprendre,entendre
7851,déquité,vérité
7852,crue,vue
7853,sentiments,mouvements
7854,mintéresse,tendresse
7855,affection,aversion
7856,chère,entière
7857,cœur,dhorreur
7858,envie,vie
7859,sentiments,tourments
7860,diligence,espérance
7861,sort,mort
7862,attente,contente
7863,peu,honteux
7864,honteux,vœux
7865,destinées,données
7866,doux,époux
7867,âme,flamme
7868,soupirs,désirs
7869,donne,personne
7870,dire,respire
7871,assez,pressez
7872,présence,violence
7873,plaisir,souffrir
7874,cela,voilà
7875,montre,rencontre
7876,yeux,odieux
7877,odieux,adieu
7878,adieu,infortune
7879,aucune,deux
7880,deux,vœux
7881,extrême,ellemême
7882,point,point
7883,récompense,impatience
7884,jette,faite
7885,préparer,parer
7886,parer,craindre
7887,craindre,contraindre
7888,rigueurs,censeurs
7889,aucune,fortune
7890,lassée,laissée
7891,retour,jour
7892,confuse,lexcuse
7893,surprenant,maintenant
7894,blâmée,renfermée
7895,comment,amant
7896,même,extrême
7897,ici,souci
7898,vie,envie
7899,ardeurs,cœurs
7900,désespoir,voir
7901,flamme,lâme
7902,nom,répond
7903,mienne,retienne
7904,retienne,adroitement
7905,adroitement,dattachement
7906,courroucée,insensée
7907,damour,jour
7908,lespérance,lalliance
7909,ravi,servi
7910,grandes,demandes
7911,désirs,soupirs
7912,âme,flamme
7913,réduit,nuit
7914,jour,retour
7915,mystère,frère
7916,dehors,corps
7917,née,soupçonnée
7918,plaindre,contraindre
7919,départir,sortir
7920,prie,sortie
7921,transports,dehors
7922,frère,affaire
7923,affaire,nommer
7924,nommer,renfermer
7925,impatience,chance
7926,phébus,écus
7927,sensible,impossible
7928,hasard,tard
7929,sorte,porte
7930,pas,pas
7931,favorise,entreprise
7932,isabelle,elle
7933,lois,voix
7934,demain,main
7935,assurance,puissance
7936,ardeur,cœur
7937,envie,asservie
7938,jaloux,époux
7939,effrontée,respectée
7940,sœur,lhonneur
7941,commissaire,nécessaire
7942,ensemble,assemble
7943,foi,soi
7944,notaire,monsieur
7945,dhonneur,porte
7946,porte,sorte
7947,soins,moins
7948,promptement,seulement
7949,damoiseau,beau
7950,amie,suivezmoi
7951,censeur,douceur
7952,grilles,filles
7953,daustérité,liberté
7954,liberté,rusée
7955,rusée,humanisée
7956,entretien,bien
7957,pistoles,folles
7958,produit,poursuit
7959,pas,bras
7960,prie,raillerie
7961,encor,léonor
7962,mutuelle,isabelle
7963,seulement,contentement
7964,donnée,année
7965,avertir,consentir
7966,enfance,complaisance
7967,protestations,inclinations
7968,laffaire,notaire
7969,prétendu,perdu
7970,lâche,tâche
7971,raisonnements,bernements
7972,extrême,luimême
7973,discours,toujours
7974,usage,mariage
7975,apaiser,sépouser
7976,sépouser,regarde
7977,regarde,garde
7978,sortir,consentir
7979,lentrée,montrée
7980,devoir,voir
7981,lalliance,lassurance
7982,jour,amour
7983,delle,disabelle
7984,advienne,sienne
7985,sienne,examiner
7986,examiner,condamner
7987,cause,chose
7988,lépoux,vous
7989,conçue,vue
7990,sorte,fort
7991,butor,léonor
7992,elle,mutuelle
7993,éclairci,revenir
7994,revenir,dire
7995,fâcheux,deux
7996,agréable,insupportable
7997,entretien,rien
7998,rien,blonde
7999,blonde,monde
8000,goguenard,vieillard
8001,zèle,cervelle
8002,ainsi,aussi
8003,plaindre,contraindre
8004,protesté,liberté
8005,suffrage,sengage
8006,traitement,assurément
8007,méritée,portée
8008,discours,toujours
8009,estime,crime
8010,vœux,deux
8011,aujourdhui,lui
8012,peintures,impostures
8013,pardon,nom
8014,extrême,stratagème
8015,emportement,diversement
8016,excuse,abuse
8017,abuse,deux
8018,deux,vœux
8019,autre,vôtre
8020,souverain,main
8021,chose,cause
8022,point,point
8023,affaire,exemplaire
8024,exemplaire,estimer
8025,estimer,blâmer
8026,lexpose,chose
8027,étonnement,jugement
8028,jugement,personne
8029,personne,friponne
8030,voilà,cela
8031,féconde,monde
8032,trompeur,cœur
8033,valère,colère
8034,loupsgarous,nous
8035,main,demain
8036,semble,ensemble
8037,cœur,peur
8038,peur,l’affaire
8039,l’affaire,téméraire
8040,vous,nous
8041,mariage,apanage
8042,raillerie,furie
8043,petits,garantis
8044,garantis,êtes
8045,espèces,pièces
8046,part,cornard
8047,infâme,femme
8048,combattu,vertu
8049,guères,affaires
8050,damoiseau,manteau
8051,femelle,fidèle
8052,appas,pas
8053,magnificence,dépense
8054,jeu,dieu
8055,dieu,satire
8056,satire,rire
8057,d’autrui,lui
8058,délassent,passent
8059,suis,bruits
8060,occurrences,tolérances
8061,nullement,paisiblement
8062,dire,satire
8063,cas,pas
8064,mène,humaine
8065,humaine,certain
8066,certain,sousmain
8067,avantage,dommage
8068,autrement,diablement
8069,diablement,souffrance
8070,souffrance,d’importance
8071,d’importance,déchaîné
8072,déchaîné,berné
8073,prise,tympanise
8074,point,point
8075,trames,femmes
8076,femmes,dextérités
8077,dextérités,sûretés
8078,l’innocence,influence
8079,sage,présage
8080,gens,talents
8081,spirituelle,ruelle
8082,écrits,esprits
8083,madame,réclame
8084,haut,faut
8085,sublime,rime
8086,parler,filer
8087,marotte,sotte
8088,bête,honnête
8089,crois,soi
8090,idée,fondée
8091,devoir,vouloir
8092,vouloir,d’ordinaire
8093,d’ordinaire,faire
8094,profond,répond
8095,sotte,pentecôte
8096,bout,tout
8097,tout,mot
8098,méthode,mode
8099,crois,moi
8100,dépendance,naissance
8101,enfants,ans
8102,pressée,pensée
8103,désir,plaisir
8104,pratique,politique
8105,emploierait,pourrait
8106,attente,innocente
8107,fait,souhait
8108,demeure,heure
8109,prévoir,voir
8110,naturelle,qu’elle
8111,narration,précaution
8112,fidèle,elle
8113,l’examiner,condamner
8114,condamner,consens
8115,consens,conférence
8116,conférence,innocence
8117,l’admire,rire
8118,rire,persuader
8119,persuader,demander
8120,pareille,l’oreille
8121,bon,nom
8122,bouche,souche
8123,aviser,débaptiser
8124,débaptiser,métairie
8125,métairie,seigneurie
8126,connaît,plaît
8127,pères,chimères
8128,démangeaison,comparaison
8129,pierre,terre
8130,bourbeux,pompeux
8131,sorte,porte
8132,appas,pas
8133,bouche,souche
8134,bonjour,retour
8135,manières,matières
8136,passion,opinion
8137,pense,d’absence
8138,toi,toi
8139,cérémonie,prie
8140,vite,toi
8141,sorte,porte
8142,taise,fadaise
8143,ici,merci
8144,bête,tête
8145,agnès,après
8146,non,non
8147,meure,heure
8148,nous,vous
8149,témoignage,voyage
8150,portée,inquiétée
8151,chasser,plaisir
8152,plaisir,penser
8153,cornettes,faites
8154,importantes,savantes
8155,savantes,sentiments
8156,sentiments,romans
8157,science,ignorance
8158,ébloui,oui
8159,hor...,ar...
8160,inutilement,campagne
8161,journées,d’années
8162,voilà,cela
8163,père,révère
8164,gaillard,part
8165,ensemble,semble
8166,nous,vous
8167,venue,connue
8168,connue,citoyens
8169,citoyens,biens
8170,revenu,connu
8171,mettre,lettre
8172,voir,pouvoir
8173,civiles,inutiles
8174,rien,bien
8175,paroles,pistoles
8176,style,ville
8177,bâtiments,divertissements
8178,guise,baptise
8179,contenter,coqueter
8180,blonde,monde
8181,vois,moi
8182,quelqu’une,fortune
8183,écus,cocus
8184,pure,aventure
8185,part,gaillard
8186,tablettes,secrètes
8187,occasions,prétentions
8188,franchise,éprise
8189,éprise,succès
8190,succès,accès
8191,injure,posture
8192,logis,rougis
8193,seconde,monde
8194,l’asservir,ravir
8195,tendre,défendre
8196,vu,pourvu
8197,l’homme,nomme
8198,nom,non
8199,connais,pas
8200,rire,dire
8201,dire,m’assujettir
8202,m’assujettir,mentir
8203,rare,bizarre
8204,doux,jaloux
8205,franchise,entreprise
8206,efforts,ressorts
8207,ressorts,têtes
8208,têtes,conquêtes
8209,conquêtes,effet
8210,discret,secret
8211,père,colère
8212,entretien,mien
8213,extrême,moimême
8214,l’erreur,fureur
8215,fureur,contraindre
8216,contraindre,craindre
8217,craindre,indiscret
8218,indiscret,secret
8219,pense,confidence
8220,arriver,trouver
8221,doute,route
8222,route,impérieux
8223,impérieux,yeux
8224,dévore,ignore
8225,morceau,damoiseau
8226,apprendre,s’étendre
8227,intérêt,est
8228,est,honte
8229,honte,compte
8230,fige,obéi
8231,conjure,m’assure
8232,m’assure,prévenu
8233,prévenu,nu
8234,maudite,fuite
8235,l’assomme,homme
8236,d’haleine,promène
8237,petit,pâtit
8238,bouche,touche
8239,ressentiment,doucement
8240,doucement,descende
8241,descende,grande
8242,l’avertir,sortir
8243,terrible,horrible
8244,chrétien,bien
8245,rudesse,maîtresse
8246,cacher,approcher
8247,jalousie,fantaisie
8248,jaloux,courroux
8249,maison,comparaison
8250,davantage,potage
8251,potage,manger
8252,manger,charger
8253,comme,l’homme
8254,extrême,même
8255,joyeux,monsieux
8256,monsieux,goulue
8257,chagrin,l’ennui
8258,auguste,juste
8259,juste,met
8260,met,alphabet
8261,tempère,faire
8262,d’agnès,exprès
8263,promenade,malade
8264,adroitement,doucement
8265,belle,belle
8266,quoi,soi
8267,joursci,aussi
8268,chose,cause
8269,inconnu,venu
8270,venu,harangues
8271,harangues,langues
8272,sûre,jure
8273,sincérité,ingénuité
8274,bonne,personne
8275,pourquoi,moi
8276,histoire,croire
8277,vue,salue
8278,civilité,côté
8279,révérence,diligence
8280,repartant,l’instant
8281,belle,nouvelle
8282,regardais,rendais
8283,venue,tenue
8284,tenue,l’ennui
8285,l’ennui,lui
8286,porte,sorte
8287,bénir,maintenir
8288,personne,donne
8289,blessé,forcé
8290,forcé,damnée
8291,secours,jours
8292,grande,demande
8293,entretenir,ruine
8294,ruine,médecine
8295,d’âmes,trames
8296,guérison,raison
8297,conscience,assistance
8298,souffrir,mourir
8299,innocente,imprudente
8300,mœurs,séducteurs
8301,séducteurs,téméraires
8302,téméraires,affaires
8303,petit,dit
8304,suites,visites
8305,ravi,vis
8306,cassette,georgette
8307,seconde,monde
8308,égaler,parler
8309,remue,émue
8310,fatal,mal
8311,gentillesses,caresses
8312,bras,las
8313,foi,soit
8314,damné,donné
8315,défendre,apprendre
8316,possède,remède
8317,remède,demandé
8318,demandé,accordé
8319,compte,m’affronte
8320,m’affronte,effet
8321,désire,rire
8322,moi,foi
8323,cassettes,sornettes
8324,langueur,cœur
8325,grâce,prononcé
8326,prononcé,courroucé
8327,courroucé,courrouce
8328,courrouce,douce
8329,cela,choseslà
8330,tendresses,caresses
8331,honnêteté,ôté
8332,aise,plaise
8333,réciproque,moque
8334,soir,soir
8335,soir,rire
8336,obligation,satisfaction
8337,compte,prompte
8338,prompte,prêt
8339,prêt,plaît
8340,berce,commerce
8341,compliment,honnêtement
8342,honnêtement,fenêtre
8343,fenêtre,paraître
8344,coin,témoin
8345,assez,obéissez
8346,pareille,merveille
8347,séducteur,directeur
8348,surprise,mise
8349,instruction,perdition
8350,coutumes,plumes
8351,doux,làdessous
8352,altérée,curée
8353,curée,apporté
8354,apporté,honnêteté
8355,pierre,terre
8356,terre,différer
8357,différer,préparer
8358,préparer,faire
8359,faire,salutaire
8360,bien,accroire
8361,fois,poids
8362,désire,dire
8363,retour,carfour
8364,ouvrage,visage
8365,entretien,bien
8366,journée,destinée
8367,destinée,été
8368,été,bonté
8369,villageoise,bourgeoise
8370,embrassements,engagements
8371,plaire,faire
8372,yeux,glorieux
8373,instruise,mise
8374,mise,jamais
8375,jamais,fais
8376,badinage,engage
8377,dépendance,toutepuissance
8378,société,d’égalité
8379,subalterne,gouverne
8380,instruit,conduit
8381,père,frère
8382,docilité,l’humilité
8383,l’humilité,être
8384,être,maître
8385,sérieux,yeux
8386,face,grâce
8387,d’aujourd’hui,d’autrui
8388,vilaines,fredaines
8389,malin,blondin
8390,personne,abandonne
8391,peu,jeu
8392,bouillantes,vivantes
8393,chansons,leçons
8394,coquette,nette
8395,bond,charbon
8396,effroyable,diable
8397,éternité,bonté
8398,novice,office
8399,autant,important
8400,femme,âme
8401,entretien,bien
8402,d’aujourd’hui,lui
8403,dire,lire
8404,lire,parer
8405,parer,désirer
8406,beauté,conté
8407,laide,d’œillades
8408,d’œillades,pommades
8409,mortelles,belles
8410,personne,rend
8411,rend,défend
8412,rien,l’ennui
8413,plumes,coutumes
8414,déréglées,assemblées
8415,interdire,conspire
8416,conspire,maris
8417,vouer,jouer
8418,décevant,souvent
8419,souvent,reste
8420,temps,champs
8421,cerveaux,cadeaux
8422,affaire,guère
8423,chèrement,moment
8424,femme,âme
8425,absence,d’innocence
8426,vérité,côté
8427,facile,docile
8428,écarter,rejeter
8429,rejeter,bête
8430,bête,tête
8431,gauchir,blanchir
8432,maximes,crimes
8433,fins,fins
8434,fatigue,intrigue
8435,bas,pas
8436,dire,rire
8437,faut,défaut
8438,fortune,importune
8439,d’appas,pas
8440,tentées,éventées
8441,bien,sien
8442,montre,rencontre
8443,cérémonies,bannies
8444,bannies,gens
8445,amourettes,êtes
8446,vision,réflexion
8447,vitesse,s’intéresse
8448,cœur,malheur
8449,cela,cruelle
8450,cruelle,belle
8451,malheur,regret
8452,regret,secret
8453,secret,aventure
8454,aventure,sûre
8455,visage,passage
8456,nez,nez
8457,nez,nez
8458,forte,porte
8459,c’est,ouvert
8460,ouvert,fenêtre
8461,fenêtre,maître
8462,maître,fierté
8463,fierté,jeté
8464,petite,visite
8465,cela,voilà
8466,funeste,proteste
8467,rien,moyen
8468,moyen,intelligence
8469,intelligence,vigilance
8470,là,cela
8471,surprendre,entendre
8472,beauté,simplicité
8473,simplicité,maître
8474,maître,l’être
8475,l’être,changement
8476,changement,moment
8477,obstacles,miracles
8478,libéral,brutal
8479,pesante,innocente
8480,agnès,exprès
8481,renonce,réponse
8482,ajustée,jetée
8483,surpris,esprits
8484,esprits,puissantes
8485,puissantes,étonnantes
8486,d’écrit,d’esprit
8487,personnage,badinage
8488,peu,feu
8489,parade,escalade
8490,effroi,moi
8491,même,extrême
8492,retour,amour
8493,dire,rire
8494,avis,puis
8495,lettre,mettre
8496,mettre,bonté
8497,bonté,d’ingénuité
8498,nature,blessure
8499,blessure,sert
8500,sert,découvert
8501,pouvoir,voir
8502,punissable,admirable
8503,stupidité,clarté
8504,voile,étoile
8505,adieu,vite
8506,pensée,pressée
8507,près,accès
8508,merveille,pareille
8509,m’observer,trouver
8510,trouver,prendre
8511,prendre,entendre
8512,main,l’humain
8513,sorte,morte
8514,moyen,bien
8515,bien,confie
8516,confie,mortifie
8517,cuisant,pressent
8518,traîtresse,adresse
8519,écrit,esprit
8520,elle,mortelle
8521,cœur,l’honneur
8522,usurpée,trompée
8523,libertin,destin
8524,ellemême,aime
8525,philosophé,coiffé
8526,richesse,tendresse
8527,tour,amour
8528,j’enrage,visage
8529,voir,noir
8530,accidents,gens
8531,dehors,efforts
8532,vue,émue
8533,trépas,pas
8534,tranquille,bile
8535,cœur,ardeur
8536,elle,belle
8537,perçants,pressants
8538,crève,s’achève
8539,éducation,précaution
8540,enfance,espérance
8541,naissants,ans
8542,s’amourache,moustache
8543,demi,ami
8544,peines,vaines
8545,point,point
8546,faire,faire
8547,faire,ordinaire
8548,surprises,mises
8549,déçu,reçu
8550,chose,cause
8551,éclat,contrat
8552,contrat,sorte
8553,sorte,apporte
8554,embarras,cas
8555,aventure,future
8556,rien,bien
8557,ensemble,semble
8558,future,euh
8559,l’avantager,l’obliger
8560,appelle,d’icelle
8561,hoirs,vouloirs
8562,formelle,mutuelle
8563,fat,contrat
8564,présume,coutume
8565,mot,sot
8566,grimace,face
8567,finir,venir
8568,remise,prise
8569,prise,entretien
8570,entretien,bien
8571,fidèles,nouvelles
8572,jour,tour
8573,être,maître
8574,endroit,doigt
8575,regarde,garde
8576,impudent,bien
8577,bien,rien
8578,rien,mémoire
8579,mémoire,boire
8580,cotillon,échantillon
8581,presse,maîtresse
8582,maîtresse,d’autres
8583,l’entendre,prendre
8584,dire,désire
8585,rejoins,soins
8586,vue,rue
8587,tenir,bannir
8588,coiffeuses,revendeuses
8589,jour,d’amour
8590,finesses,adresses
8591,entrer,rencontrer
8592,rencontrer,jure
8593,jure,l’aventure
8594,sorte,porte
8595,étionsnous,jaloux
8596,accessoire,armoire
8597,pas,pas
8598,pitoyables,tables
8599,s’émouvait,trouvait
8600,mutinée,cheminée
8601,cornu,venu
8602,manière,colère
8603,ennui,étui
8604,personnage,davantage
8605,nuit,bruit
8606,connaître,fenêtre
8607,d’agnès,l’accès
8608,l’apprendre,répandre
8609,parfait,sait
8610,affaires,nécessaires
8611,nécessaires,désespérer
8612,désespérer,respirer
8613,intelligence,prudence
8614,maturité,éventé
8615,éventé,années
8616,années,destinées
8617,accidents,prudents
8618,âme,femme
8619,affronts,fronts
8620,pratique,politique
8621,arrêté,exempté
8622,lumières,matières
8623,méditation,précaution
8624,trace,disgrâce
8625,menti,nanti
8626,funeste,reste
8627,exploit,croit
8628,tristesse,dresse
8629,fatal,rival
8630,embarras,pas
8631,autres,vôtres
8632,passion,tribulation
8633,visage,l’avantage
8634,gens,galants
8635,lumières,matières
8636,matières,bonheur
8637,bonheur,honneur
8638,lâche,tache
8639,vécu,cocu
8640,croire,gloire
8641,gloire,reprocher
8642,reprocher,empêcher
8643,femme,blâme
